stopplacecode,stopplacetype,validfrom,publicname,street,town,stopplaceindication,stopplacestatus,quaycode,quayname,quaytype,quaystatus,rd-x,rd-y,level,location,visuallyaccessible,disabledaccessible-tram,disabledaccessible-bus,disabledaccessible-metro,disabledaccessible-ferry,quayshapetype,baylength,embaymentwidth,bayentranceangles,bayexitangles,markedkerb,lift,guidelines,groundsurfaceindicator,tactilegroundsurfaceindicator,stopplaceaccessroute,kerbheight,boardingpositionwidth,alightingpositionwidth,liftedpartlength,narrowestpassagewidth,fulllengthguideline,guidelinestopplaceconnection,ramp,ramplength,rampwidth,heightwithenvironment,stopsign,audiobutton,stopsigntype,shelter,shelterpublicity,illuminatedstop,seatavailable,leantosupport,timetableinformation,infounit,routenetworkmap,passengerinformationdisplay,passengerinformationdisplaytype,bicycleparking,numberofbicycleplaces,bins,ovccico,ovccharging,remarks,mutationdate,stopplace_mutationdate,quay_mutationdate
NL:S:53003010,ferryPort,2018-01-01T12:00:00Z,Erasmusbrug,,Rotterdam,,adapted,NL:Q:53003010,Erasmusbrug,regular,available,92728,435967,0,,N,,,,N,langshalte,0.01,,,,false,false,false,false,false,false,0.01,0.01,0.01,,,false,false,false,,,,false,false,L03,false,false,false,false,false,false,false,false,false,0,false,,false,false,false,"Niet gemeten",2018-01-08T15:09:11Z,2015-05-03T22:09:38Z,2018-01-08T15:09:11Z
NL:S:54600350,onstreetBus,2018-01-01T12:00:00Z,"Wout van Heusdensingel","Laan van Avant-Garde",Rotterdam,,adapted,NL:Q:54600350,"Wout van Heusdensingel",regular,available,100280,444363,0,"Laan van Avant-Garde",Y,,Y,,,langshalte,10.00,,,,true,false,true,false,false,false,0.18,2.13,3.31,18.23,1.46,false,false,false,,,0.00,true,true,L03,true,false,false,false,false,true,true,true,true,2,false,0,false,false,false,,2018-01-08T15:10:08Z,2015-05-03T22:09:43Z,2018-11-28T17:10:37Z
NL:S:54600350,onstreetBus,2018-01-01T12:00:00Z,"Wout van Heusdensingel","Laan van Avant-Garde",Rotterdam,,adapted,NL:Q:54600410,"Wout van Heusdensingel",regular,available,100299,444374,0,"Laan van Avant-Garde",Y,,N,,,langshalte,18.00,,,,true,false,true,false,false,false,0.18,1.47,3.31,0.01,1.33,false,false,false,,,0.00,true,true,L03,true,false,false,false,false,true,true,true,true,2,false,0,false,false,false,,2018-01-08T15:10:10Z,2015-05-03T22:09:43Z,2018-11-28T17:07:05Z
NL:S:31001016,tramStation,2018-01-01T12:00:00Z,"Rotterdam Centraal",Stationsplein,Rotterdam,,adapted,NL:Q:31001016,"Rotterdam Centraal",regular,available,91970,437673,0,Stationsplein,Y,Y,,,,langshalte,18.00,,,,false,false,true,false,false,false,0.27,2.25,2.28,18.00,1.76,true,true,true,3.00,2.85,0.28,true,true,L03,true,false,false,false,false,true,true,true,true,4,false,0,false,false,false,,2018-01-08T14:59:27Z,2015-05-03T22:10:10Z,2018-01-08T14:59:27Z
NL:S:31001016,tramStation,2018-01-01T12:00:00Z,"Rotterdam Centraal",Stationsplein,Rotterdam,,adapted,NL:Q:31001116,"Rotterdam Centraal",regular,available,91972,437624,0,Stationsplein,Y,Y,,,,langshalte,18.00,,,,false,false,true,true,false,false,0.29,2.39,2.45,18.00,1.74,true,false,true,3.00,3.26,0.27,true,true,L03,true,false,false,false,false,true,true,true,true,4,false,0,false,false,false,,2018-01-08T14:59:40Z,2015-05-03T22:10:10Z,2018-01-08T14:59:40Z
NL:S:31001016,tramStation,2018-01-01T12:00:00Z,"Rotterdam Centraal",Stationsplein,Rotterdam,,adapted,NL:Q:31001118,"Rotterdam Centraal",regular,available,91964,437620,0,Stationsplein,Y,Y,,,,langshalte,18.00,,,,false,false,true,true,false,false,0.29,3.89,3.66,18.00,3.11,true,false,true,3.06,4.64,0.13,true,true,L03,true,false,false,false,false,true,true,true,true,4,false,0,false,false,false,,2018-01-08T14:59:40Z,2015-05-03T22:10:10Z,2018-01-08T14:59:40Z
NL:S:31001016,tramStation,2018-01-01T12:00:00Z,"Rotterdam Centraal",Stationsplein,Rotterdam,,adapted,NL:Q:31001134,"Rotterdam Centraal",regular,available,91977,437675,0,Stationsplein,Y,Y,,,,langshalte,18.00,,,,false,false,true,false,false,false,0.27,3.79,3.98,18.00,3.18,true,true,true,3.02,4.53,0.15,true,true,L03,true,false,false,false,false,true,true,true,true,4,false,0,false,false,false,,2018-01-08T14:59:43Z,2015-05-03T22:10:10Z,2018-01-08T14:59:43Z
NL:S:31001421,tramStation,2018-11-15T00:00:00Z,"Rotterdam Centraal",Weena,Rotterdam,,adapted,NL:Q:31001423,"Rotterdam Centraal",calamity,available,92068,437601,0,,N,N,,,,langshalte,0.01,,,,false,false,false,false,false,false,0.01,0.01,0.01,,,false,false,false,,,,false,false,,false,false,false,false,false,false,false,false,false,,false,,false,false,false,,2018-11-16T11:03:53Z,2015-05-03T22:10:10Z,2018-11-16T11:03:53Z
NL:S:31001421,tramStation,2018-01-01T12:00:00Z,"Rotterdam Centraal",Weena,Rotterdam,,adapted,NL:Q:31001421,"Rotterdam Centraal",regular,available,92023,437600,0,Weena,Y,Y,,,,langshalte,18.00,,,,false,false,true,false,false,false,0.27,3.79,3.98,18.00,3.18,true,true,true,3.02,4.53,0.15,true,true,L03,true,false,false,false,false,true,true,true,true,4,false,0,false,false,false,,2018-01-08T15:00:16Z,2015-05-03T22:10:10Z,2018-01-08T15:00:16Z
NL:S:31000991,busStation,2018-01-01T12:00:00Z,Zuidplein,Metroplein,Rotterdam,,adapted,NL:Q:31007102,Zuidplein,regular,available,93121,433524,0,,Y,,Y,,,langshalte,18.00,,,,true,false,true,true,true,false,0.20,2.25,0.95,17.00,0.95,true,false,false,,,0.00,true,true,L03,true,false,false,false,false,true,true,true,true,2,false,0,false,false,false,,2018-01-08T15:03:19Z,2015-05-03T22:10:11Z,2018-01-08T15:03:19Z
