stopplacecode,stopplacetype,validfrom,publicname,street,town,stopplaceindication,stopplacestatus,quaycode,quayname,quaytype,quaystatus,rd-x,rd-y,level,location,visuallyaccessible,disabledaccessible-tram,disabledaccessible-bus,disabledaccessible-metro,disabledaccessible-ferry,quayshapetype,baylength,embaymentwidth,bayentranceangles,bayexitangles,markedkerb,lift,guidelines,groundsurfaceindicator,tactilegroundsurfaceindicator,stopplaceaccessroute,kerbheight,boardingpositionwidth,alightingpositionwidth,liftedpartlength,narrowestpassagewidth,fulllengthguideline,guidelinestopplaceconnection,ramp,ramplength,rampwidth,heightwithenvironment,stopsign,audiobutton,stopsigntype,shelter,shelterpublicity,illuminatedstop,seatavailable,leantosupport,timetableinformation,infounit,routenetworkmap,passengerinformationdisplay,passengerinformationdisplaytype,bicycleparking,numberofbicycleplaces,bins,ovccico,ovccharging,remarks,mutationdate,stopplace_mutationdate,quay_mutationdate
NL:S:59150040,onstreetBus,2018-11-28T00:00:00Z,Zuilensebrug,Straatweg,Utrecht,,adapted,NL:Q:59150040,Zuilensebrug,regular,available,132346,459783,0,,N,,N,,,haltehaven,26.50,3.05,43.00,31.50,false,false,false,false,false,false,0.10,1.50,1.50,26.50,0.01,false,false,false,,,0.09,true,false,,true,false,true,true,false,true,true,false,false,,false,0,false,false,false,,2018-11-28T10:32:59Z,2015-05-03T22:09:50Z,2018-11-28T10:32:59Z
NL:S:59150040,onstreetBus,2018-11-28T00:00:00Z,Zuilensebrug,Straatweg,Utrecht,,adapted,NL:Q:59250270,Zuilensebrug,regular,available,132324,459823,0,,N,,N,,,langshalte,19.00,,23.00,27.00,false,false,false,false,false,false,0.10,0.01,0.01,19.00,1.00,false,false,false,,0.75,0.09,true,false,,true,false,true,true,false,true,true,false,false,,false,0,false,false,false,,2018-11-28T10:32:59Z,2015-05-03T22:09:50Z,2018-11-28T10:32:59Z
NL:S:59150300,onstreetBus,2018-11-28T00:00:00Z,"Sweder van Zuylenweg",Amsterdamsestraatweg,Utrecht,,adapted,NL:Q:59150300,"Sweder van Zuylenweg",regular,available,134481,457770,0,,Y,,Y,,,langshalte,22.00,,,,true,false,true,false,false,false,0.18,2.80,2.80,22.00,1.00,false,false,false,,1.50,0.09,true,true,,true,false,true,true,false,true,true,false,true,,false,0,true,false,false,,2018-11-28T10:32:17Z,2015-05-03T22:09:50Z,2018-11-28T10:32:17Z
NL:S:59150300,onstreetBus,2018-11-28T00:00:00Z,"Sweder van Zuylenweg",Amsterdamsestraatweg,Utrecht,,adapted,NL:Q:59150550,"Sweder van Zuylenweg",regular,available,134382,457874,0,,Y,,Y,,,langshalte,22.00,,,,true,false,true,false,false,false,0.18,2.00,2.00,22.00,1.00,false,false,false,,1.20,0.09,true,true,,true,false,true,true,false,true,true,false,true,,false,0,false,false,false,,2018-11-28T10:32:17Z,2015-05-03T22:09:50Z,2018-11-28T10:32:17Z
NL:S:59150710,onstreetBus,2018-11-28T00:00:00Z,Ammandreef,Ammandreef,Utrecht,,adapted,NL:Q:59150710,Ammandreef,regular,available,135407,459633,0,,Y,,Y,,,langshalte,18.00,,18.00,,true,false,true,false,false,false,0.18,2.50,2.50,18.00,1.00,false,false,false,,2.50,0.09,true,true,,true,false,true,true,false,true,true,false,true,,false,0,true,false,false,,2018-11-28T10:28:31Z,2015-05-03T22:09:50Z,2018-11-28T10:28:31Z
NL:S:59150710,onstreetBus,2018-11-28T00:00:00Z,Ammandreef,Ammandreef,Utrecht,,adapted,NL:Q:59150720,Ammandreef,regular,available,135384,459629,0,,Y,,Y,,,langshalte,18.00,,18.00,,true,false,true,false,false,false,0.18,2.50,2.50,18.00,1.00,false,false,false,,2.50,0.09,true,false,,true,false,true,true,false,true,true,false,false,,false,0,true,false,false,,2018-11-28T10:28:31Z,2015-05-03T22:09:50Z,2018-11-28T10:28:31Z
NL:S:59151200,onstreetBus,2018-11-28T00:00:00Z,"Prinses Irenelaan","Prinses Irenelaan",Utrecht,,adapted,NL:Q:59151200,"Prinses Irenelaan",regular,available,134366,458841,0,,Y,,Y,,,langshalte,18.00,,,,true,false,true,true,true,true,0.18,1.50,1.50,18.00,1.50,true,true,false,,1.50,0.00,false,false,,false,false,false,false,false,false,false,false,false,,false,0,false,false,false,,2018-11-28T10:30:07Z,2015-05-03T22:09:50Z,2018-11-28T10:30:07Z
NL:S:59151290,onstreetBus,2018-11-28T00:00:00Z,Neckardreef,Neckardreef,Utrecht,,adapted,NL:Q:59151290,Neckardreef,regular,available,136761,458734,0,,Y,,Y,,,langshalte,18.00,,,,true,false,true,false,false,false,0.18,1.50,1.50,18.00,1.00,false,false,false,,2.50,0.09,true,true,,true,false,true,true,false,true,true,false,true,,false,0,true,false,false,,2018-11-28T10:30:55Z,2015-05-03T22:09:50Z,2018-11-28T10:30:55Z
NL:S:59151290,onstreetBus,2018-11-28T00:00:00Z,Neckardreef,Karpathosdreef,Utrecht,,adapted,NL:Q:59151300,Neckardreef,regular,available,136738,458821,0,,Y,,Y,,,langshalte,18.00,,,,true,false,true,false,false,false,0.18,1.50,1.50,18.00,1.00,false,false,false,,2.50,0.09,true,true,,true,false,true,true,false,true,true,false,true,,false,0,true,false,false,,2018-11-28T10:30:55Z,2015-05-03T22:09:50Z,2018-11-28T10:30:55Z
NL:S:59151370,onstreetBus,2018-11-28T00:00:00Z,Berezinadreef,Donaudreef,Utrecht,,adapted,NL:Q:59151370,Berezinadreef,regular,available,137147,458324,0,,Y,,Y,,,langshalte,20.00,,,,true,false,true,false,false,false,0.18,3.00,3.00,20.00,1.00,false,false,false,,3.00,0.09,true,true,,true,false,true,false,false,true,true,false,true,,false,0,false,false,false,,2018-11-28T10:28:39Z,2015-05-03T22:09:50Z,2018-11-28T10:28:39Z
NL:S:59151770,onstreetBus,2018-11-28T00:00:00Z,Franciscusdreef,Franciscusdreef,Utrecht,,adapted,NL:Q:59151780,Franciscusdreef,regular,available,134639,459470,0,,Y,,Y,,,langshalte,20.00,,,,true,false,true,true,true,false,0.18,1.80,1.80,18.00,1.80,true,true,false,,1.20,0.00,true,false,L03,false,false,true,true,false,true,false,true,false,,true,8,true,false,false,,2018-11-28T10:33:19Z,2015-05-03T22:09:50Z,2018-11-28T10:33:19Z
NL:S:59151770,onstreetBus,2018-11-28T00:00:00Z,Franciscusdreef,Franciscusdreef,Utrecht,,adapted,NL:Q:59151770,Franciscusdreef,regular,available,134598,459390,0,,N,,N,,,langshalte,23.00,,,,true,false,false,false,false,false,0.12,1.20,1.20,23.00,1.00,false,false,false,,0.90,0.10,true,false,L03,false,false,true,false,false,false,false,false,false,,false,0,true,false,false,,2018-11-28T10:29:36Z,2015-05-03T22:09:50Z,2018-11-28T10:29:36Z
NL:S:59151870,onstreetBus,2018-11-28T00:00:00Z,Nebraskadreef,St.-Laurensdreef,Utrecht,,adapted,NL:Q:59151870,Nebraskadreef,regular,available,134770,459727,0,,N,,N,,,langshalte,0.01,,,,false,false,false,false,false,false,0.01,0.01,0.01,0.01,0.01,false,false,false,,,0.00,false,false,,false,false,false,false,false,false,false,false,false,,false,0,false,false,false,,2018-11-28T10:30:54Z,2015-05-03T22:09:50Z,2018-11-28T10:30:54Z
NL:S:59151870,onstreetBus,2018-11-28T00:00:00Z,Nebraskadreef,St.-Laurensdreef,Utrecht,,adapted,NL:Q:59151880,Nebraskadreef,regular,available,134770,459745,0,,N,,N,,,langshalte,0.01,,,,false,false,false,false,false,false,0.01,0.01,0.01,0.01,0.01,false,false,false,,,0.00,false,false,,false,false,false,false,false,false,false,false,false,,false,0,false,false,false,,2018-11-28T10:30:54Z,2015-05-03T22:09:50Z,2018-11-28T10:30:54Z
NL:S:59151990,onstreetBus,2018-11-28T00:00:00Z,Paranadreef,Amazonedreef,Utrecht,,adapted,NL:Q:59151990,Paranadreef,regular,available,135620,458721,0,,N,,N,,,langshalte,0.01,,,,false,false,false,false,false,false,0.01,0.01,0.01,0.01,0.01,false,false,false,,,0.00,false,true,,false,false,false,false,false,false,false,false,true,,false,0,false,false,false,,2018-11-28T10:31:20Z,2015-05-03T22:09:50Z,2018-11-28T10:31:20Z
NL:S:59151990,onstreetBus,2018-11-28T00:00:00Z,Paranadreef,Amazonedreef,Utrecht,,adapted,NL:Q:59152000,Paranadreef,regular,available,135616,458736,0,,N,,N,,,langshalte,0.01,,,,false,false,false,false,false,false,0.01,0.01,0.01,0.01,0.01,false,false,false,,,0.00,false,false,,false,false,false,false,false,false,false,false,false,,false,0,false,false,false,,2018-11-28T10:31:20Z,2015-05-03T22:09:50Z,2018-11-28T10:31:20Z
NL:S:50000180,tramStation,2018-11-28T00:00:00Z,"CS Jaarbeursplein",,Utrecht,H,adapted,NL:Q:50000180,"CS Jaarbeursplein",regular,available,135713,455742,0,,Y,Y,,,,langshalte,65.20,,,,false,false,true,false,false,false,0.86,2.10,2.80,65.20,1.50,true,true,true,15.40,2.40,0.86,false,false,,true,false,true,true,false,true,true,true,false,,false,0,true,true,true,,2018-11-28T10:28:56Z,2015-05-03T22:10:10Z,2018-11-28T10:28:56Z
NL:S:50000180,tramStation,2016-01-20T10:00:00Z,"CS Jaarbeursplein",,Utrecht,H,adapted,NL:Q:50000185,"CS Jaarbeursplein",regular,expired,135716,455736,0,,Y,Y,,,,langshalte,0.00,,,,true,false,true,false,false,false,0.77,1.95,1.95,65.40,1.70,true,true,true,16.40,0.95,0.67,false,false,,true,false,true,false,false,true,false,false,false,,false,0,true,true,false,,2016-02-05T14:43:44Z,2015-05-03T22:10:10Z,2018-11-28T10:28:56Z
NL:S:50000180,tramStation,2018-11-28T00:00:00Z,"CS Jaarbeursplein",,Utrecht,H,adapted,NL:Q:50000210,"CS Jaarbeursplein",regular,available,135707,455750,0,,Y,Y,,,,langshalte,65.20,,,,false,false,true,false,false,false,0.86,2.10,2.80,65.20,1.50,true,true,true,15.40,2.40,0.86,false,false,,false,false,true,true,false,true,false,true,false,,false,0,true,true,true,,2018-11-28T10:28:57Z,2015-05-03T22:10:10Z,2018-11-28T10:28:57Z
NL:S:50000101,busStation,2018-11-28T00:00:00Z,"CS Jaarbeurszijde",Dichtersplein,Utrecht,C,adapted,NL:Q:50000126,"CS Jaarbeurszijde",regular,available,135984,455558,0,,Y,,Y,,,langshalte,40.00,,,,true,true,true,true,true,false,0.18,3.00,3.00,40.00,3.00,true,true,false,,2.00,0.00,false,false,overig,false,false,true,true,false,false,false,false,true,,false,0,true,false,true,,2018-11-28T10:33:03Z,2015-05-03T22:10:11Z,2018-11-28T10:33:03Z
NL:S:50000101,busStation,2018-11-28T00:00:00Z,"CS Jaarbeurszijde",Mineurslaan,Utrecht,C,adapted,NL:Q:50000128,"CS Jaarbeurszijde",regular,available,136008,455516,0,,Y,,Y,,,langshalte,40.00,,,,true,true,true,true,true,false,0.18,3.00,3.00,4.00,3.00,true,true,false,,2.00,0.00,false,false,overig,false,false,false,false,false,false,false,false,false,,false,0,false,false,false,,2018-11-28T10:33:04Z,2015-05-03T22:10:11Z,2018-11-28T10:33:04Z
NL:S:50000101,busStation,2018-11-28T00:00:00Z,"CS Jaarbeurszijde","Utrecht Centraal",Utrecht,C,adapted,NL:Q:50000127,"CS Jaarbeurszijde",regular,available,135957,455583,0,,Y,,Y,,,langshalte,40.00,,,,true,true,true,true,true,false,0.18,3.00,3.00,40.00,3.00,true,true,false,,2.00,0.00,false,false,overig,false,false,true,false,false,false,false,false,true,,false,0,true,false,true,,2018-11-28T10:33:03Z,2015-05-03T22:10:11Z,2018-11-28T10:33:03Z
NL:S:50000101,busStation,2018-11-28T00:00:00Z,"CS Jaarbeurszijde","Utrecht Centraal",Utrecht,C,adapted,NL:Q:50000129,"CS Jaarbeurszijde",regular,available,135981,455539,0,,Y,,Y,,,langshalte,40.00,,,,true,true,true,true,true,false,0.18,3.00,3.00,40.00,3.00,true,true,false,,2.00,0.00,false,false,overig,false,false,true,false,false,false,false,false,true,,false,0,true,false,true,,2018-11-28T10:33:04Z,2015-05-03T22:10:11Z,2018-11-28T10:33:04Z
NL:S:50000101,busStation,2018-11-28T00:00:00Z,"CS Jaarbeurszijde",Mineurslaan,Utrecht,C,adapted,NL:Q:50000122,"CS Jaarbeurszijde",regular,available,135934,455643,0,,Y,,Y,,,langshalte,40.00,,,,true,true,true,true,true,false,0.18,3.00,3.00,40.00,3.00,true,true,false,,2.00,0.00,false,false,overig,false,false,true,true,false,false,false,false,true,,false,0,true,false,false,,2018-11-28T10:33:03Z,2015-05-03T22:10:11Z,2018-11-28T10:33:03Z
NL:S:50000101,busStation,2018-11-28T00:00:00Z,"CS Jaarbeurszijde",Mineurslaan,Utrecht,C,adapted,NL:Q:50000124,"CS Jaarbeurszijde",regular,available,135959,455600,0,,N,,Y,,,langshalte,40.00,,,,false,false,false,false,false,false,0.18,3.00,3.00,40.00,2.50,false,false,false,,,0.00,false,false,overig,false,false,true,false,false,false,false,false,true,,false,0,true,false,true,,2018-11-28T10:33:03Z,2015-05-03T22:10:11Z,2018-11-28T10:33:03Z
NL:S:50000101,busStation,2018-11-28T00:00:00Z,"CS Jaarbeurszijde",Mineurslaan,Utrecht,C,adapted,NL:Q:50000120,"CS Jaarbeurszijde",regular,available,135910,455683,0,,Y,,Y,,,langshalte,40.00,,,,true,true,true,true,true,false,0.18,3.00,3.00,40.00,3.00,true,true,false,,2.00,0.00,false,false,overig,false,false,true,false,false,false,false,false,true,,false,0,true,false,false,,2018-11-28T10:33:02Z,2015-05-03T22:10:11Z,2018-11-28T10:33:02Z
NL:S:50000101,busStation,2018-11-28T00:00:00Z,"CS Jaarbeurszijde",Mineurslaan,Utrecht,C,adapted,NL:Q:50000121,"CS Jaarbeurszijde",regular,available,135887,455705,0,,Y,,Y,,,langshalte,80.00,,,,true,true,true,true,true,false,0.18,3.00,3.00,80.00,3.00,true,true,false,,2.00,0.00,false,false,overig,false,false,true,false,false,false,false,false,true,,false,0,true,false,false,,2018-11-28T10:33:02Z,2015-05-03T22:10:11Z,2018-11-28T10:33:02Z
NL:S:50000101,busStation,2018-11-28T00:00:00Z,"CS Jaarbeurszijde",Mineurslaan,Utrecht,C,adapted,NL:Q:50000123,"CS Jaarbeurszijde",regular,available,135908,455668,0,,Y,,Y,,,langshalte,40.00,,,,true,true,true,true,true,false,0.18,3.00,3.00,40.00,1.80,true,true,false,,2.00,0.00,false,false,overig,false,false,true,true,false,false,false,false,true,,false,0,true,false,false,,2018-11-28T10:33:03Z,2015-05-03T22:10:11Z,2018-11-28T10:33:03Z
NL:S:50000101,busStation,2018-11-28T00:00:00Z,"CS Jaarbeurszijde",Dichtersplein,Utrecht,C,adapted,NL:Q:50000125,"CS Jaarbeurszijde",regular,available,135933,455625,0,,N,,Y,,,langshalte,40.00,,,,false,false,false,false,false,false,0.18,2.50,3.00,40.00,2.50,false,false,false,,2.00,0.00,false,false,overig,false,false,true,true,false,false,false,false,true,,false,0,true,false,true,,2018-11-28T10:33:03Z,2015-05-03T22:10:11Z,2018-11-28T10:33:03Z
NL:S:50008190,onstreetBus,2018-11-28T00:00:00Z,Trumanlaan,Trumanlaan,Utrecht,,adapted,NL:Q:50008200,Trumanlaan,regular,available,134842,454023,0,,N,,Y,,,langshalte,22.00,,,,false,false,false,false,false,false,0.18,2.00,1.30,18.00,1.70,false,false,false,,2.00,0.00,true,false,L03,false,false,false,true,false,false,false,true,false,,false,0,true,false,false,,2018-11-28T10:33:08Z,2016-02-09T09:48:41Z,2018-11-28T10:33:08Z
NL:S:50008190,onstreetBus,2018-11-28T00:00:00Z,Trumanlaan,Trumanlaan,Utrecht,,adapted,NL:Q:50008190,Trumanlaan,regular,available,134846,454003,0,,Y,,Y,,,langshalte,22.00,,,,true,false,true,true,true,true,0.18,3.00,1.80,18.00,2.00,true,false,false,,,0.00,true,false,L03,false,false,false,true,false,false,false,false,false,,false,0,true,false,false,,2018-11-28T10:33:08Z,2016-02-09T09:48:41Z,2018-11-28T10:33:08Z
NL:S:50100435,onstreetBus,2018-11-28T00:00:00Z,Sorbonnelaan,Sorbonnelaan,Utrecht,,adapted,NL:Q:50100435,Sorbonnelaan,regular,available,139669,455200,0,,N,,N,,,langshalte,20.00,,,,true,false,false,false,false,false,0.15,3.00,3.00,20.00,3.00,false,false,false,,1.50,0.00,true,false,L03,false,false,false,false,false,false,false,false,false,,false,0,false,false,false,,2018-11-28T10:33:09Z,2016-06-03T13:06:24Z,2018-11-28T10:33:09Z
NL:S:50100435,onstreetBus,2018-11-28T00:00:00Z,Sorbonnelaan,"KP RIJNSWEERD",Utrecht,,adapted,NL:Q:50100436,Sorbonnelaan,regular,available,139655,455205,0,,N,,N,,,langshalte,40.00,,,,true,false,false,false,false,false,0.13,1.50,1.50,40.00,0.28,false,false,false,,1.30,0.00,true,false,L03,false,false,false,false,false,false,false,false,false,,false,0,false,false,false,,2018-11-28T10:33:09Z,2016-06-03T13:06:24Z,2018-11-28T10:33:09Z
