stopplacecode,stopplacetype,validfrom,publicname,street,town,stopplaceindication,stopplacestatus,quaycode,quayname,quaytype,quaystatus,rd-x,rd-y,level,location,visuallyaccessible,disabledaccessible-tram,disabledaccessible-bus,disabledaccessible-metro,disabledaccessible-ferry,quayshapetype,baylength,embaymentwidth,bayentranceangles,bayexitangles,markedkerb,lift,guidelines,groundsurfaceindicator,tactilegroundsurfaceindicator,stopplaceaccessroute,kerbheight,boardingpositionwidth,alightingpositionwidth,liftedpartlength,narrowestpassagewidth,fulllengthguideline,guidelinestopplaceconnection,ramp,ramplength,rampwidth,heightwithenvironment,stopsign,audiobutton,stopsigntype,shelter,shelterpublicity,illuminatedstop,seatavailable,leantosupport,timetableinformation,infounit,routenetworkmap,passengerinformationdisplay,passengerinformationdisplaytype,bicycleparking,numberofbicycleplaces,bins,ovccico,ovccharging,remarks,mutationdate,stopplace_mutationdate,quay_mutationdate
NL:S:58655000,busStation,2018-11-15T01:00:00Z,"Station Centrum",Spoorbaanpad,"Almere Stad",,adapted,NL:Q:58655080,"Station Centrum",regular,available,143490,487458,0,,Y,,N,,,langshalte,24.60,,,,false,false,false,true,true,false,0.18,,,24.60,3.10,false,false,true,2.50,3.00,0.00,true,true,,true,true,true,true,false,true,false,true,true,2,false,,true,false,false,,2018-11-20T09:55:07Z,2015-05-03T22:10:12Z,2018-11-20T09:55:07Z
NL:S:58655000,busStation,2018-11-15T01:00:00Z,"Station Centrum","OPENBAAR VERVOERBAAN","Almere Stad",,adapted,NL:Q:58655020,"Station Centrum",regular,available,143476,487503,0,,Y,,Y,,,langshalte,23.20,,,,false,false,false,true,true,true,0.18,7.20,7.20,23.20,2.50,false,false,true,2.50,3.00,0.00,true,true,,true,true,true,true,false,true,false,true,true,2,false,,true,false,false,,2018-11-20T09:55:06Z,2015-05-03T22:10:12Z,2018-11-20T09:55:06Z
NL:S:58655000,busStation,2018-11-15T01:00:00Z,"Station Centrum",Busplein,"Almere stad",,adapted,NL:Q:58655180,"Station Centrum",regular,available,143486,487504,0,,N,,Y,,,langshalte,19.80,,,,false,false,false,false,false,true,0.18,8.80,8.80,19.80,3.80,false,false,true,2.50,3.00,0.00,true,true,,true,true,true,true,false,false,false,false,true,2,false,,true,false,false,"niet in gebruik",2018-11-20T09:55:07Z,2015-05-03T22:10:12Z,2018-11-20T09:55:07Z
NL:S:58655000,busStation,2014-08-06T13:51:00Z,"Station Centrum",Busplein,"Almere Stad",,adapted,NL:Q:58655090,"Station Centrum",regular,available,143449,487512,0,,Y,,Y,,,langshalte,24.00,,,,false,false,true,true,true,true,0.18,9.30,9.30,24.00,1.70,false,true,true,2.50,3.00,0.00,true,true,,true,true,true,true,,true,false,true,true,2,false,,true,false,false,,2015-05-04T14:29:01Z,2015-05-03T22:10:12Z,2015-05-03T23:51:03Z
NL:S:58655000,busStation,2014-08-06T13:16:00Z,"Station Centrum",Schoutstraat,"Almere Stad",,adapted,NL:Q:58655030,"Station Centrum",regular,available,143466,487435,0,,Y,,Y,,,langshalte,25.90,,,,false,false,false,true,true,true,0.18,7.50,7.50,25.90,2.00,false,false,true,2.50,3.00,0.00,true,true,,true,true,true,true,,true,false,true,true,2,false,,true,false,false,,2015-05-04T14:29:00Z,2015-05-03T22:10:12Z,2015-05-03T23:51:02Z
NL:S:58655000,busStation,2014-08-06T10:51:00Z,"Station Centrum",Busplein,"Almere stad",,adapted,NL:Q:58655190,"Station Centrum",regular,available,143492,487481,0,,N,,Y,,,langshalte,21.50,,,,false,false,false,false,false,true,0.18,9.20,9.20,21.50,3.90,false,false,true,2.50,3.00,0.00,true,true,,true,true,true,true,,false,false,false,true,4,false,,true,false,false,"buiten gebruik",2015-05-04T14:29:01Z,2015-05-03T22:10:12Z,2015-05-03T23:51:03Z
NL:S:58655000,busStation,2014-08-06T10:22:00Z,"Station Centrum","OPENBAAR VERVOERBAAN","Almere Stad",,adapted,NL:Q:58655100,"Station Centrum",regular,available,143477,487540,0,,N,,Y,,,langshalte,18.20,,,,false,false,false,false,false,true,0.18,7.30,7.30,18.20,5.80,false,false,true,2.40,3.00,0.00,true,true,,true,true,true,true,,true,false,true,true,2,false,,true,false,false,,2015-05-04T14:29:01Z,2015-05-03T22:10:12Z,2015-05-03T23:51:03Z
NL:S:58655000,busStation,2014-08-06T12:52:00Z,"Station Centrum","OPENBAAR VERVOERBAAN","Almere Stad",,adapted,NL:Q:58655040,"Station Centrum",regular,available,143508,487464,0,,Y,,Y,,,langshalte,23.00,,,,false,false,false,true,true,true,0.18,9.50,9.50,23.00,2.60,false,false,true,2.50,3.00,0.00,true,true,,true,true,true,true,,true,false,true,true,2,false,,true,false,false,,2015-05-04T14:29:00Z,2015-05-03T22:10:12Z,2015-05-03T23:51:02Z
NL:S:58520010,busStation,2014-07-29T16:56:00Z,"Busstation 't Oor","OPENBAAR VERVOERBAAN","Almere Stad",,adapted,NL:Q:58520010,"Busstation 't Oor",regular,available,143631,485337,0,,Y,,Y,,,langshalte,38.00,,,,true,false,true,true,true,true,0.18,4.10,4.10,38.00,1.70,true,false,false,,,0.00,false,true,,true,false,true,true,,true,false,true,true,4,false,,true,false,false,,2015-05-04T14:28:47Z,2017-11-30T13:54:48Z,2015-05-03T23:50:39Z
NL:S:58520010,busStation,2014-07-29T16:59:00Z,"Busstation 't Oor","OPENBAAR VERVOERBAAN","Almere Stad",,adapted,NL:Q:58610010,"Busstation 't Oor",regular,available,143635,485362,0,,Y,,Y,,,langshalte,49.00,,,,true,false,true,true,true,true,0.18,4.00,4.00,49.00,2.00,true,false,true,2.20,3.20,0.00,false,true,,true,false,true,true,,true,false,true,true,4,true,32,true,false,false,,2015-05-04T14:28:47Z,2017-11-30T13:54:48Z,2015-05-03T23:50:50Z
NL:S:58520010,busStation,2014-07-29T17:09:00Z,"Busstation 't Oor","OPENBAAR VERVOERBAAN","Almere Stad",,adapted,NL:Q:58620010,"Busstation 't Oor",regular,available,143656,485323,0,,Y,,Y,,,langshalte,38.00,,,,true,false,true,true,true,true,0.18,4.00,4.00,38.00,2.30,true,false,false,,,0.00,false,true,,true,false,true,true,,true,false,true,true,4,true,32,true,false,false,,2015-05-04T14:28:48Z,2017-11-30T13:54:48Z,2015-05-03T23:50:51Z
NL:S:58520010,busStation,2014-07-29T17:03:00Z,"Busstation 't Oor",Noorderdreef,"Almere Stad",,adapted,NL:Q:58650910,"Busstation 't Oor",regular,available,143603,485368,0,,Y,,Y,,,langshalte,37.50,,,,true,false,true,true,true,true,0.18,4.80,4.80,37.50,2.10,true,false,false,,,0.00,false,true,,true,false,true,true,,true,false,true,true,4,false,,true,false,false,,2015-05-04T14:28:58Z,2017-11-30T13:54:48Z,2015-05-03T23:51:01Z
NL:S:66001001,onstreetBus,2018-11-15T00:00:00Z,"Vlotbrugweg (FlexiGo)",Draaibrugweg,"Almere Buiten",,adapted,NL:Q:66001001,"Vlotbrugweg (FlexiGo)",regular,available,145579,490467,0,,U,,U,,,unknown,0.00,,,,false,false,false,false,false,false,,,,,,false,false,false,,,,false,false,,false,false,false,false,false,false,false,false,false,,false,,false,false,false,,2018-11-16T10:34:14Z,2017-12-29T11:46:59Z,2018-11-16T10:34:14Z
NL:S:66001001,onstreetBus,2018-11-15T00:00:00Z,"Vlotbrugweg (FlexiGo)",Draaibrugweg,"Almere Buiten",,adapted,NL:Q:66001002,"Vlotbrugweg (FlexiGo)",regular,available,145583,490470,0,,U,,U,,,unknown,0.00,,,,false,false,false,false,false,false,,,,,,false,false,false,,,,false,false,,false,false,false,false,false,false,false,false,false,,false,,false,false,false,,2018-11-16T10:34:14Z,2017-12-29T11:46:59Z,2018-11-16T10:34:14Z
NL:S:06662649,onstreetBus,2018-11-15T00:00:00Z,"Schutsluisweg (FlexiGo)",Schutsluisweg,"Almere Buiten",,adapted,NL:Q:66002001,"Schutsluisweg (FlexiGo)",regular,available,145243,491105,0,,U,,U,,,unknown,0.00,,,,false,false,false,false,false,false,,,,,,false,false,false,,,,false,false,,false,false,false,false,false,false,false,false,false,,false,,false,false,false,,2018-11-16T10:34:14Z,2017-12-29T11:48:10Z,2018-11-16T10:34:14Z
